year,version,statefips,countyfips,geocat,agecat,racecat,sexcat,iprcat,NIPR,nipr_moe,NUI,nui_moe,NIC,nic_moe,PCTUI,pctui_moe,PCTIC,pctic_moe,PCTELIG,pctelig_moe,PCTLIIC,pctliic_moe,state_name,county_name,expansion_group,treated,post,treat_post
2010,        ,1,0,40,0,0,0,0,4021188,       0,681437,   14309,3339750,   14309,16.9,0.4, 83.1,  0.4, 16.9,  0.4, 83.1,  0.4,Alabama,                                             ,never_expanded,0,0,0
2010,        ,4,0,40,0,0,0,0,5399995,       0,1042809,   21121,4357186,   21121,19.3,0.4, 80.7,  0.4, 19.3,  0.4, 80.7,  0.4,Arizona,                                             ,expansion_2014,1,0,0
2010,        ,5,0,40,0,0,0,0,2431331,       0,500134,   11712,1931198,   11712,20.6,0.5, 79.4,  0.5, 20.6,  0.5, 79.4,  0.5,Arkansas,                                             ,expansion_2014,1,0,0
2010,        ,6,0,40,0,0,0,0,32504288,       0,6720279,   68844,25784009,   68844,20.7,0.2, 79.3,  0.2, 20.7,  0.2, 79.3,  0.2,California,                                             ,expansion_2014,1,0,0
2010,        ,8,0,40,0,0,0,0,4393592,       0,777411,   15984,3616181,   15984,17.7,0.4, 82.3,  0.4, 17.7,  0.4, 82.3,  0.4,Colorado,                                             ,expansion_2014,1,0,0
2010,        ,9,0,40,0,0,0,0,2981227,       0,309864,   10185,2671364,   10185,10.4,0.3, 89.6,  0.3, 10.4,  0.3, 89.6,  0.3,Connecticut,                                             ,expansion_2014,1,0,0
2010,        ,10,0,40,0,0,0,0,749205,       0,86894,    4868,662311,    4868,11.6,0.6, 88.4,  0.6, 11.6,  0.6, 88.4,  0.6,Delaware,                                             ,expansion_2014,1,0,0
2010,        ,11,0,40,0,0,0,0,504160,       0,45483,    3969,458677,    3969,9.0,0.8, 91.0,  0.8,  9.0,  0.8, 91.0,  0.8,District of Columbia,                                             ,expansion_2014,1,0,0
2010,        ,12,0,40,0,0,0,0,15210949,       0,3853392,   38275,11357557,   38275,25.3,0.3, 74.7,  0.3, 25.3,  0.3, 74.7,  0.3,Florida,                                             ,never_expanded,0,0,0
2010,        ,13,0,40,0,0,0,0,8435908,       0,1848505,   25325,6587403,   25325,21.9,0.3, 78.1,  0.3, 21.9,  0.3, 78.1,  0.3,Georgia,                                             ,never_expanded,0,0,0
2010,        ,15,0,40,0,0,0,0,1153573,       0,102658,    8545,1050914,    8545,8.9,0.7, 91.1,  0.7,  8.9,  0.7, 91.1,  0.7,Hawaii,                                             ,expansion_2014,1,0,0
2010,        ,17,0,40,0,0,0,0,10984334,       0,1717178,   23745,9267157,   23745,15.6,0.2, 84.4,  0.2, 15.6,  0.2, 84.4,  0.2,Illinois,                                             ,expansion_2014,1,0,0
2010,        ,19,0,40,0,0,0,0,2516872,       0,270219,    8104,2246653,    8104,10.7,0.3, 89.3,  0.3, 10.7,  0.3, 89.3,  0.3,Iowa,                                             ,expansion_2014,1,0,0
2010,        ,20,0,40,0,0,0,0,2414767,       0,380567,    9951,2034200,    9951,15.8,0.4, 84.2,  0.4, 15.8,  0.4, 84.2,  0.4,Kansas,                                             ,never_expanded,0,0,0
2010,        ,21,0,40,0,0,0,0,3653181,       0,640974,   14027,3012207,   14027,17.5,0.4, 82.5,  0.4, 17.5,  0.4, 82.5,  0.4,Kentucky,                                             ,expansion_2014,1,0,0
2010,        ,24,0,40,0,0,0,0,4961691,       0,630139,   15260,4331552,   15260,12.7,0.3, 87.3,  0.3, 12.7,  0.3, 87.3,  0.3,Maryland,                                             ,expansion_2014,1,0,0
2010,        ,25,0,40,0,0,0,0,5465884,       0,281724,   11094,5184159,   11094,5.2,0.2, 94.8,  0.2,  5.2,  0.2, 94.8,  0.2,Massachusetts,                                             ,expansion_2014,1,0,0
2010,        ,26,0,40,0,0,0,0,8325453,       0,1193021,   18401,7132432,   18401,14.3,0.2, 85.7,  0.2, 14.3,  0.2, 85.7,  0.2,Michigan,                                             ,expansion_2014,1,0,0
2010,        ,27,0,40,0,0,0,0,4534170,       0,468857,   11051,4065312,   11051,10.3,0.2, 89.7,  0.2, 10.3,  0.2, 89.7,  0.2,Minnesota,                                             ,expansion_2014,1,0,0
2010,        ,28,0,40,0,0,0,0,2504200,       0,525570,   12688,1978630,   12688,21.0,0.5, 79.0,  0.5, 21.0,  0.5, 79.0,  0.5,Mississippi,                                             ,never_expanded,0,0,0
2010,        ,32,0,40,0,0,0,0,2346884,       0,589059,   14235,1757825,   14235,25.1,0.6, 74.9,  0.6, 25.1,  0.6, 74.9,  0.6,Nevada,                                             ,expansion_2014,1,0,0
2010,        ,34,0,40,0,0,0,0,7480176,       0,1124840,   20771,6355336,   20771,15.0,0.3, 85.0,  0.3, 15.0,  0.3, 85.0,  0.3,New Jersey,                                             ,expansion_2014,1,0,0
2010,        ,35,0,40,0,0,0,0,1756794,       0,397890,   10931,1358904,   10931,22.6,0.6, 77.4,  0.6, 22.6,  0.6, 77.4,  0.6,New Mexico,                                             ,expansion_2014,1,0,0
2010,        ,36,0,40,0,0,0,0,16360854,       0,2245437,   31342,14115417,   31342,13.7,0.2, 86.3,  0.2, 13.7,  0.2, 86.3,  0.2,New York,                                             ,expansion_2014,1,0,0
2010,        ,38,0,40,0,0,0,0,559002,       0,63683,    3394,495319,    3394,11.4,0.6, 88.6,  0.6, 11.4,  0.6, 88.6,  0.6,North Dakota,                                             ,expansion_2014,1,0,0
2010,        ,39,0,40,0,0,0,0,9656565,       0,1384046,   21715,8272519,   21715,14.3,0.2, 85.7,  0.2, 14.3,  0.2, 85.7,  0.2,Ohio,                                             ,expansion_2014,1,0,0
2010,        ,41,0,40,0,0,0,0,3241366,       0,639710,   13880,2601657,   13880,19.7,0.4, 80.3,  0.4, 19.7,  0.4, 80.3,  0.4,Oregon,                                             ,expansion_2014,1,0,0
2010,        ,44,0,40,0,0,0,0,867178,       0,120001,    6067,747177,    6067,13.8,0.7, 86.2,  0.7, 13.8,  0.7, 86.2,  0.7,Rhode Island,                                             ,expansion_2014,1,0,0
2010,        ,45,0,40,0,0,0,0,3871669,       0,785961,   15930,3085707,   15930,20.3,0.4, 79.7,  0.4, 20.3,  0.4, 79.7,  0.4,South Carolina,                                             ,never_expanded,0,0,0
2010,        ,47,0,40,0,0,0,0,5359465,       0,888747,   17271,4470718,   17271,16.6,0.3, 83.4,  0.3, 16.6,  0.3, 83.4,  0.3,Tennessee,                                             ,never_expanded,0,0,0
2010,        ,48,0,40,0,0,0,0,22098206,       0,5820793,   48872,16277413,   48872,26.3,0.2, 73.7,  0.2, 26.3,  0.2, 73.7,  0.2,Texas,                                             ,never_expanded,0,0,0
2010,        ,50,0,40,0,0,0,0,512348,       0,49750,    3011,462598,    3011,9.7,0.6, 90.3,  0.6,  9.7,  0.6, 90.3,  0.6,Vermont,                                             ,expansion_2014,1,0,0
2010,        ,53,0,40,0,0,0,0,5814063,       0,936767,   18301,4877296,   18301,16.1,0.3, 83.9,  0.3, 16.1,  0.3, 83.9,  0.3,Washington,                                             ,expansion_2014,1,0,0
2010,        ,54,0,40,0,0,0,0,1508371,       0,262794,    8651,1245576,    8651,17.4,0.6, 82.6,  0.6, 17.4,  0.6, 82.6,  0.6,West Virginia,                                             ,expansion_2014,1,0,0
2010,        ,55,0,40,0,0,0,0,4784545,       0,518246,   11275,4266299,   11275,10.8,0.2, 89.2,  0.2, 10.8,  0.2, 89.2,  0.2,Wisconsin,                                             ,never_expanded,0,0,0
2010,        ,56,0,40,0,0,0,0,483193,       0,83761,    4506,399432,    4506,17.3,0.9, 82.7,  0.9, 17.3,  0.9, 82.7,  0.9,Wyoming,                                             ,never_expanded,0,0,0
2011,        ,1,0,40,0,0,0,0,4027622,       0,669410,   14525,3358212,   14525,16.6,0.4, 83.4,  0.4, 16.6,  0.4, 83.4,  0.4,Alabama,                                             ,never_expanded,0,0,0
2011,        ,4,0,40,0,0,0,0,5430355,       0,1064887,   22932,4365468,   22932,19.6,0.4, 80.4,  0.4, 19.6,  0.4, 80.4,  0.4,Arizona,                                             ,expansion_2014,1,0,0
2011,        ,5,0,40,0,0,0,0,2441668,       0,490103,   11946,1951565,   11946,20.1,0.5, 79.9,  0.5, 20.1,  0.5, 79.9,  0.5,Arkansas,                                             ,expansion_2014,1,0,0
2011,        ,6,0,40,0,0,0,0,32714713,       0,6603169,   71813,26111543,   71813,20.2,0.2, 79.8,  0.2, 20.2,  0.2, 79.8,  0.2,California,                                             ,expansion_2014,1,0,0
2011,        ,8,0,40,0,0,0,0,4439927,       0,753842,   16774,3686085,   16774,17.0,0.4, 83.0,  0.4, 17.0,  0.4, 83.0,  0.4,Colorado,                                             ,expansion_2014,1,0,0
2011,        ,9,0,40,0,0,0,0,2976152,       0,299599,   10452,2676552,   10452,10.1,0.4, 89.9,  0.4, 10.1,  0.4, 89.9,  0.4,Connecticut,                                             ,expansion_2014,1,0,0
2011,        ,10,0,40,0,0,0,0,752458,       0,84181,    4911,668277,    4911,11.2,0.7, 88.8,  0.7, 11.2,  0.7, 88.8,  0.7,Delaware,                                             ,expansion_2014,1,0,0
2011,        ,11,0,40,0,0,0,0,516092,       0,42737,    3679,473354,    3679,8.3,0.7, 91.7,  0.7,  8.3,  0.7, 91.7,  0.7,District of Columbia,                                             ,expansion_2014,1,0,0
2011,        ,12,0,40,0,0,0,0,15338984,       0,3804839,   42519,11534145,   42519,24.8,0.3, 75.2,  0.3, 24.8,  0.3, 75.2,  0.3,Florida,                                             ,never_expanded,0,0,0
2011,        ,13,0,40,0,0,0,0,8492569,       0,1846990,   27774,6645579,   27774,21.7,0.3, 78.3,  0.3, 21.7,  0.3, 78.3,  0.3,Georgia,                                             ,never_expanded,0,0,0
2011,        ,15,0,40,0,0,0,0,1160483,       0,94510,    8278,1065974,    8278,8.1,0.7, 91.9,  0.7,  8.1,  0.7, 91.9,  0.7,Hawaii,                                             ,expansion_2014,1,0,0
2011,        ,17,0,40,0,0,0,0,10983554,       0,1627886,   23963,9355668,   23963,14.8,0.2, 85.2,  0.2, 14.8,  0.2, 85.2,  0.2,Illinois,                                             ,expansion_2014,1,0,0
2011,        ,19,0,40,0,0,0,0,2528343,       0,263528,    8131,2264814,    8131,10.4,0.3, 89.6,  0.3, 10.4,  0.3, 89.6,  0.3,Iowa,                                             ,expansion_2014,1,0,0
2011,        ,20,0,40,0,0,0,0,2421953,       0,348974,    9590,2072979,    9590,14.4,0.4, 85.6,  0.4, 14.4,  0.4, 85.6,  0.4,Kansas,                                             ,never_expanded,0,0,0
2011,        ,21,0,40,0,0,0,0,3666610,       0,621065,   14286,3045545,   14286,16.9,0.4, 83.1,  0.4, 16.9,  0.4, 83.1,  0.4,Kentucky,                                             ,expansion_2014,1,0,0
2011,        ,24,0,40,0,0,0,0,4980497,       0,595770,   15566,4384727,   15566,12.0,0.3, 88.0,  0.3, 12.0,  0.3, 88.0,  0.3,Maryland,                                             ,expansion_2014,1,0,0
2011,        ,25,0,40,0,0,0,0,5481682,       0,267661,   11410,5214022,   11410,4.9,0.2, 95.1,  0.2,  4.9,  0.2, 95.1,  0.2,Massachusetts,                                             ,expansion_2014,1,0,0
2011,        ,26,0,40,0,0,0,0,8301416,       0,1130594,   18357,7170822,   18357,13.6,0.2, 86.4,  0.2, 13.6,  0.2, 86.4,  0.2,Michigan,                                             ,expansion_2014,1,0,0
2011,        ,27,0,40,0,0,0,0,4552568,       0,462930,   10944,4089638,   10944,10.2,0.2, 89.8,  0.2, 10.2,  0.2, 89.8,  0.2,Minnesota,                                             ,expansion_2014,1,0,0
2011,        ,28,0,40,0,0,0,0,2505780,       0,516526,   13206,1989254,   13206,20.6,0.5, 79.4,  0.5, 20.6,  0.5, 79.4,  0.5,Mississippi,                                             ,never_expanded,0,0,0
2011,        ,32,0,40,0,0,0,0,2351107,       0,560498,   15212,1790609,   15212,23.8,0.6, 76.2,  0.6, 23.8,  0.6, 76.2,  0.6,Nevada,                                             ,expansion_2014,1,0,0
2011,        ,34,0,40,0,0,0,0,7479728,       0,1114220,   21055,6365508,   21055,14.9,0.3, 85.1,  0.3, 14.9,  0.3, 85.1,  0.3,New Jersey,                                             ,expansion_2014,1,0,0
2011,        ,35,0,40,0,0,0,0,1764949,       0,405848,   11302,1359101,   11302,23.0,0.6, 77.0,  0.6, 23.0,  0.6, 77.0,  0.6,New Mexico,                                             ,expansion_2014,1,0,0
2011,        ,36,0,40,0,0,0,0,16393000,       0,2155975,   31777,14237024,   31777,13.2,0.2, 86.8,  0.2, 13.2,  0.2, 86.8,  0.2,New York,                                             ,expansion_2014,1,0,0
2011,        ,38,0,40,0,0,0,0,568280,       0,65997,    3487,502283,    3487,11.6,0.6, 88.4,  0.6, 11.6,  0.6, 88.4,  0.6,North Dakota,                                             ,expansion_2014,1,0,0
2011,        ,39,0,40,0,0,0,0,9647604,       0,1338208,   22081,8309396,   22081,13.9,0.2, 86.1,  0.2, 13.9,  0.2, 86.1,  0.2,Ohio,                                             ,expansion_2014,1,0,0
2011,        ,41,0,40,0,0,0,0,3256050,       0,589681,   14250,2666368,   14250,18.1,0.4, 81.9,  0.4, 18.1,  0.4, 81.9,  0.4,Oregon,                                             ,expansion_2014,1,0,0
2011,        ,44,0,40,0,0,0,0,863242,       0,110145,    5815,753097,    5815,12.8,0.7, 87.2,  0.7, 12.8,  0.7, 87.2,  0.7,Rhode Island,                                             ,expansion_2014,1,0,0
2011,        ,45,0,40,0,0,0,0,3891180,       0,755487,   16819,3135693,   16819,19.4,0.4, 80.6,  0.4, 19.4,  0.4, 80.6,  0.4,South Carolina,                                             ,never_expanded,0,0,0
2011,        ,47,0,40,0,0,0,0,5387345,       0,918356,   18615,4468989,   18615,17.0,0.3, 83.0,  0.3, 17.0,  0.3, 83.0,  0.3,Tennessee,                                             ,never_expanded,0,0,0
2011,        ,48,0,40,0,0,0,0,22426103,       0,5771479,   53358,16654624,   53358,25.7,0.2, 74.3,  0.2, 25.7,  0.2, 74.3,  0.2,Texas,                                             ,never_expanded,0,0,0
2011,        ,50,0,40,0,0,0,0,510423,       0,40681,    2788,469742,    2788,8.0,0.5, 92.0,  0.5,  8.0,  0.5, 92.0,  0.5,Vermont,                                             ,expansion_2014,1,0,0
2011,        ,53,0,40,0,0,0,0,5858681,       0,937962,   19151,4920719,   19151,16.0,0.3, 84.0,  0.3, 16.0,  0.3, 84.0,  0.3,Washington,                                             ,expansion_2014,1,0,0
2011,        ,54,0,40,0,0,0,0,1509282,       0,272782,    8841,1236500,    8841,18.1,0.6, 81.9,  0.6, 18.1,  0.6, 81.9,  0.6,West Virginia,                                             ,expansion_2014,1,0,0
2011,        ,55,0,40,0,0,0,0,4791221,       0,494532,   11285,4296689,   11285,10.3,0.2, 89.7,  0.2, 10.3,  0.2, 89.7,  0.2,Wisconsin,                                             ,never_expanded,0,0,0
2011,        ,56,0,40,0,0,0,0,484611,       0,84035,    4516,400577,    4516,17.3,0.9, 82.7,  0.9, 17.3,  0.9, 82.7,  0.9,Wyoming,                                             ,never_expanded,0,0,0
2012,        ,1,0,40,0,0,0,0,4020138,       0,633845,   13610,3386293,   13610,15.8,0.3, 84.2,  0.3, 15.8,  0.3, 84.2,  0.3,Alabama,                                             ,never_expanded,0,0,0
2012,        ,4,0,40,0,0,0,0,5447556,       0,1111138,   19966,4336418,   19966,20.4,0.4, 79.6,  0.4, 20.4,  0.4, 79.6,  0.4,Arizona,                                             ,expansion_2014,1,0,0
2012,        ,5,0,40,0,0,0,0,2436307,       0,471902,   11209,1964404,   11209,19.4,0.5, 80.6,  0.5, 19.4,  0.5, 80.6,  0.5,Arkansas,                                             ,expansion_2014,1,0,0
2012,        ,6,0,40,0,0,0,0,32873177,       0,6580078,   65665,26293099,   65665,20.0,0.2, 80.0,  0.2, 20.0,  0.2, 80.0,  0.2,California,                                             ,expansion_2014,1,0,0
2012,        ,8,0,40,0,0,0,0,4472629,       0,744887,   15452,3727742,   15452,16.7,0.3, 83.3,  0.3, 16.7,  0.3, 83.3,  0.3,Colorado,                                             ,expansion_2014,1,0,0
2012,        ,9,0,40,0,0,0,0,2970804,       0,313293,   10096,2657511,   10096,10.5,0.3, 89.5,  0.3, 10.5,  0.3, 89.5,  0.3,Connecticut,                                             ,expansion_2014,1,0,0
2012,        ,10,0,40,0,0,0,0,753947,       0,77920,    4419,676027,    4419,10.3,0.6, 89.7,  0.6, 10.3,  0.6, 89.7,  0.6,Delaware,                                             ,expansion_2014,1,0,0
2012,        ,11,0,40,0,0,0,0,527819,       0,36824,    3256,490995,    3256,7.0,0.6, 93.0,  0.6,  7.0,  0.6, 93.0,  0.6,District of Columbia,                                             ,expansion_2014,1,0,0
2012,        ,12,0,40,0,0,0,0,15446393,       0,3724873,   37806,11721519,   37806,24.1,0.2, 75.9,  0.2, 24.1,  0.2, 75.9,  0.2,Florida,                                             ,never_expanded,0,0,0
2012,        ,13,0,40,0,0,0,0,8525443,       0,1767578,   25338,6757864,   25338,20.7,0.3, 79.3,  0.3, 20.7,  0.3, 79.3,  0.3,Georgia,                                             ,never_expanded,0,0,0
2012,        ,15,0,40,0,0,0,0,1170171,       0,90741,    7469,1079431,    7469,7.8,0.6, 92.2,  0.6,  7.8,  0.6, 92.2,  0.6,Hawaii,                                             ,expansion_2014,1,0,0
2012,        ,17,0,40,0,0,0,0,10938138,       0,1593191,   21834,9344947,   21834,14.6,0.2, 85.4,  0.2, 14.6,  0.2, 85.4,  0.2,Illinois,                                             ,expansion_2014,1,0,0
2012,        ,19,0,40,0,0,0,0,2526700,       0,249896,    7622,2276804,    7622,9.9,0.3, 90.1,  0.3,  9.9,  0.3, 90.1,  0.3,Iowa,                                             ,expansion_2014,1,0,0
2012,        ,20,0,40,0,0,0,0,2426053,       0,348613,    9181,2077441,    9181,14.4,0.4, 85.6,  0.4, 14.4,  0.4, 85.6,  0.4,Kansas,                                             ,never_expanded,0,0,0
2012,        ,21,0,40,0,0,0,0,3654691,       0,593832,   13211,3060859,   13211,16.2,0.4, 83.8,  0.4, 16.2,  0.4, 83.8,  0.4,Kentucky,                                             ,expansion_2014,1,0,0
2012,        ,24,0,40,0,0,0,0,4997458,       0,587764,   13940,4409694,   13940,11.8,0.3, 88.2,  0.3, 11.8,  0.3, 88.2,  0.3,Maryland,                                             ,expansion_2014,1,0,0
2012,        ,25,0,40,0,0,0,0,5496465,       0,246614,   10102,5249851,   10102,4.5,0.2, 95.5,  0.2,  4.5,  0.2, 95.5,  0.2,Massachusetts,                                             ,expansion_2014,1,0,0
2012,        ,26,0,40,0,0,0,0,8255344,       0,1103508,   17201,7151836,   17201,13.4,0.2, 86.6,  0.2, 13.4,  0.2, 86.6,  0.2,Michigan,                                             ,expansion_2014,1,0,0
2012,        ,27,0,40,0,0,0,0,4559034,       0,419196,   10124,4139838,   10124,9.2,0.2, 90.8,  0.2,  9.2,  0.2, 90.8,  0.2,Minnesota,                                             ,expansion_2014,1,0,0
2012,        ,28,0,40,0,0,0,0,2494030,       0,491937,   12561,2002093,   12561,19.7,0.5, 80.3,  0.5, 19.7,  0.5, 80.3,  0.5,Mississippi,                                             ,never_expanded,0,0,0
2012,        ,32,0,40,0,0,0,0,2365849,       0,580575,   13290,1785274,   13290,24.5,0.6, 75.5,  0.6, 24.5,  0.6, 75.5,  0.6,Nevada,                                             ,expansion_2014,1,0,0
2012,        ,34,0,40,0,0,0,0,7482734,       0,1089994,   19570,6392740,   19570,14.6,0.3, 85.4,  0.3, 14.6,  0.3, 85.4,  0.3,New Jersey,                                             ,expansion_2014,1,0,0
2012,        ,35,0,40,0,0,0,0,1756890,       0,378252,   10283,1378638,   10283,21.5,0.6, 78.5,  0.6, 21.5,  0.6, 78.5,  0.6,New Mexico,                                             ,expansion_2014,1,0,0
2012,        ,36,0,40,0,0,0,0,16406670,       0,2073007,   29367,14333663,   29367,12.6,0.2, 87.4,  0.2, 12.6,  0.2, 87.4,  0.2,New York,                                             ,expansion_2014,1,0,0
2012,        ,38,0,40,0,0,0,0,581477,       0,70025,    3451,511452,    3451,12.0,0.6, 88.0,  0.6, 12.0,  0.6, 88.0,  0.6,North Dakota,                                             ,expansion_2014,1,0,0
2012,        ,39,0,40,0,0,0,0,9587739,       0,1294898,   20676,8292841,   20676,13.5,0.2, 86.5,  0.2, 13.5,  0.2, 86.5,  0.2,Ohio,                                             ,expansion_2014,1,0,0
2012,        ,41,0,40,0,0,0,0,3256827,       0,566354,   13382,2690473,   13382,17.4,0.4, 82.6,  0.4, 17.4,  0.4, 82.6,  0.4,Oregon,                                             ,expansion_2014,1,0,0
2012,        ,44,0,40,0,0,0,0,858965,       0,110225,    5515,748741,    5515,12.8,0.6, 87.2,  0.6, 12.8,  0.6, 87.2,  0.6,Rhode Island,                                             ,expansion_2014,1,0,0
2012,        ,45,0,40,0,0,0,0,3897643,       0,770336,   15549,3127307,   15549,19.8,0.4, 80.2,  0.4, 19.8,  0.4, 80.2,  0.4,South Carolina,                                             ,never_expanded,0,0,0
2012,        ,47,0,40,0,0,0,0,5400124,       0,875361,   16965,4524763,   16965,16.2,0.3, 83.8,  0.3, 16.2,  0.3, 83.8,  0.3,Tennessee,                                             ,never_expanded,0,0,0
2012,        ,48,0,40,0,0,0,0,22674778,       0,5712298,   48574,16962480,   48574,25.2,0.2, 74.8,  0.2, 25.2,  0.2, 74.8,  0.2,Texas,                                             ,never_expanded,0,0,0
2012,        ,50,0,40,0,0,0,0,505843,       0,39972,    2651,465871,    2651,7.9,0.5, 92.1,  0.5,  7.9,  0.5, 92.1,  0.5,Vermont,                                             ,expansion_2014,1,0,0
2012,        ,53,0,40,0,0,0,0,5887630,       0,933183,   17876,4954447,   17876,15.8,0.3, 84.2,  0.3, 15.8,  0.3, 84.2,  0.3,Washington,                                             ,expansion_2014,1,0,0
2012,        ,54,0,40,0,0,0,0,1498752,       0,264082,    8348,1234670,    8348,17.6,0.6, 82.4,  0.6, 17.6,  0.6, 82.4,  0.6,West Virginia,                                             ,expansion_2014,1,0,0
2012,        ,55,0,40,0,0,0,0,4777110,       0,498050,   10791,4279060,   10791,10.4,0.2, 89.6,  0.2, 10.4,  0.2, 89.6,  0.2,Wisconsin,                                             ,never_expanded,0,0,0
2012,        ,56,0,40,0,0,0,0,489217,       0,84401,    4430,404816,    4430,17.3,0.9, 82.7,  0.9, 17.3,  0.9, 82.7,  0.9,Wyoming,                                             ,never_expanded,0,0,0
2013,Updated ,1,0,40,0,0,0,0,4018325,       0,637841,   14893,3380484,   14893,15.9,0.4, 84.1,  0.4, 15.9,  0.4, 84.1,  0.4,Alabama,                                             ,never_expanded,0,0,0
2013,Updated ,4,0,40,0,0,0,0,5467648,       0,1092617,   20601,4375031,   20601,20.0,0.4, 80.0,  0.4, 20.0,  0.4, 80.0,  0.4,Arizona,                                             ,expansion_2014,1,0,0
2013,Updated ,5,0,40,0,0,0,0,2437956,       0,458780,   11945,1979176,   11945,18.8,0.5, 81.2,  0.5, 18.8,  0.5, 81.2,  0.5,Arkansas,                                             ,expansion_2014,1,0,0
2013,Updated ,6,0,40,0,0,0,0,32867431,       0,6368296,   55023,26499135,   55023,19.4,0.2, 80.6,  0.2, 19.4,  0.2, 80.6,  0.2,California,                                             ,expansion_2014,1,0,0
2013,Updated ,8,0,40,0,0,0,0,4519011,       0,722130,   16296,3796881,   16296,16.0,0.4, 84.0,  0.4, 16.0,  0.4, 84.0,  0.4,Colorado,                                             ,expansion_2014,1,0,0
2013,Updated ,9,0,40,0,0,0,0,2962582,       0,322785,   11010,2639797,   11010,10.9,0.4, 89.1,  0.4, 10.9,  0.4, 89.1,  0.4,Connecticut,                                             ,expansion_2014,1,0,0
2013,Updated ,10,0,40,0,0,0,0,756373,       0,82347,    4932,674026,    4932,10.9,0.7, 89.1,  0.7, 10.9,  0.7, 89.1,  0.7,Delaware,                                             ,expansion_2014,1,0,0
2013,Updated ,11,0,40,0,0,0,0,541439,       0,40687,    3614,500752,    3614,7.5,0.7, 92.5,  0.7,  7.5,  0.7, 92.5,  0.7,District of Columbia,                                             ,expansion_2014,1,0,0
2013,Updated ,12,0,40,0,0,0,0,15553939,       0,3778848,   42167,11775091,   42167,24.3,0.3, 75.7,  0.3, 24.3,  0.3, 75.7,  0.3,Florida,                                             ,never_expanded,0,0,0
2013,Updated ,13,0,40,0,0,0,0,8556564,       0,1810621,   27876,6745943,   27876,21.2,0.3, 78.8,  0.3, 21.2,  0.3, 78.8,  0.3,Georgia,                                             ,never_expanded,0,0,0
2013,Updated ,15,0,40,0,0,0,0,1153147,       0,88089,    5245,1065058,    5245,7.6,0.5, 92.4,  0.5,  7.6,  0.5, 92.4,  0.5,Hawaii,                                             ,expansion_2014,1,0,0
2013,Updated ,17,0,40,0,0,0,0,10900093,       0,1588326,   23593,9311767,   23593,14.6,0.2, 85.4,  0.2, 14.6,  0.2, 85.4,  0.2,Illinois,                                             ,expansion_2014,1,0,0
2013,Updated ,19,0,40,0,0,0,0,2534711,       0,244164,    7995,2290547,    7995,9.6,0.3, 90.4,  0.3,  9.6,  0.3, 90.4,  0.3,Iowa,                                             ,expansion_2014,1,0,0
2013,Updated ,20,0,40,0,0,0,0,2424406,       0,341248,    9586,2083158,    9586,14.1,0.4, 85.9,  0.4, 14.1,  0.4, 85.9,  0.4,Kansas,                                             ,never_expanded,0,0,0
2013,Updated ,21,0,40,0,0,0,0,3656502,       0,615363,   14524,3041139,   14524,16.8,0.4, 83.2,  0.4, 16.8,  0.4, 83.2,  0.4,Kentucky,                                             ,expansion_2014,1,0,0
2013,Updated ,24,0,40,0,0,0,0,5014815,       0,584728,   14570,4430087,   14570,11.7,0.3, 88.3,  0.3, 11.7,  0.3, 88.3,  0.3,Maryland,                                             ,expansion_2014,1,0,0
2013,Updated ,25,0,40,0,0,0,0,5510899,       0,238392,   10256,5272507,   10256,4.3,0.2, 95.7,  0.2,  4.3,  0.2, 95.7,  0.2,Massachusetts,                                             ,expansion_2014,1,0,0
2013,Updated ,26,0,40,0,0,0,0,8230813,       0,1059974,   18627,7170839,   18627,12.9,0.2, 87.1,  0.2, 12.9,  0.2, 87.1,  0.2,Michigan,                                             ,expansion_2014,1,0,0
2013,Updated ,27,0,40,0,0,0,0,4572497,       0,433829,   10471,4138668,   10471,9.5,0.2, 90.5,  0.2,  9.5,  0.2, 90.5,  0.2,Minnesota,                                             ,expansion_2014,1,0,0
2013,Updated ,28,0,40,0,0,0,0,2492572,       0,498591,   13553,1993981,   13553,20.0,0.5, 80.0,  0.5, 20.0,  0.5, 80.0,  0.5,Mississippi,                                             ,never_expanded,0,0,0
2013,Updated ,32,0,40,0,0,0,0,2373055,       0,551933,   13689,1821122,   13689,23.3,0.6, 76.7,  0.6, 23.3,  0.6, 76.7,  0.6,Nevada,                                             ,expansion_2014,1,0,0
2013,Updated ,34,0,40,0,0,0,0,7477558,       0,1125246,   20361,6352312,   20361,15.0,0.3, 85.0,  0.3, 15.0,  0.3, 85.0,  0.3,New Jersey,                                             ,expansion_2014,1,0,0
2013,Updated ,35,0,40,0,0,0,0,1740100,       0,380445,   10742,1359655,   10742,21.9,0.6, 78.1,  0.6, 21.9,  0.6, 78.1,  0.6,New Mexico,                                             ,expansion_2014,1,0,0
2013,Updated ,36,0,40,0,0,0,0,16402989,       0,2036206,   29839,14366783,   29839,12.4,0.2, 87.6,  0.2, 12.4,  0.2, 87.6,  0.2,New York,                                             ,expansion_2014,1,0,0
2013,Updated ,38,0,40,0,0,0,0,601461,       0,73944,    3780,527517,    3780,12.3,0.6, 87.7,  0.6, 12.3,  0.6, 87.7,  0.6,North Dakota,                                             ,expansion_2014,1,0,0
